client_id,from_tier,to_tier,change_date,direction
CLI-005286,Blue,Blue,2026-05-31,downgrade
CLI-002575,Bronze,Silver,2025-02-01,upgrade
CLI-006357,Blue,Bronze,2025-06-03,upgrade
CLI-002471,Bronze,Silver,2024-12-25,upgrade
CLI-004468,Bronze,Blue,2024-08-17,downgrade
CLI-003035,Blue,Blue,2025-02-15,downgrade
CLI-001914,Gold,Diamond,2025-09-08,upgrade
CLI-005572,Gold,Silver,2026-05-11,downgrade
CLI-000130,Silver,Bronze,2024-07-06,downgrade
CLI-003230,Silver,Gold,2025-12-04,upgrade
CLI-001098,Gold,Silver,2026-01-09,downgrade
CLI-001225,Blue,Bronze,2026-05-28,upgrade
CLI-005103,Bronze,Blue,2025-05-06,downgrade
CLI-004878,Blue,Blue,2025-12-23,downgrade
CLI-000676,Blue,Blue,2026-04-19,downgrade
CLI-004668,Diamond,Diamond,2026-03-24,upgrade
CLI-004268,Blue,Bronze,2025-12-27,upgrade
CLI-001059,Blue,Blue,2024-10-12,downgrade
CLI-004784,Bronze,Blue,2025-04-12,downgrade
CLI-000860,Bronze,Silver,2024-10-08,upgrade
CLI-006063,Silver,Gold,2026-02-04,upgrade
CLI-005896,Gold,Diamond,2025-06-09,upgrade
CLI-003322,Silver,Gold,2025-06-17,upgrade
CLI-001864,Silver,Gold,2025-06-17,upgrade
CLI-005620,Bronze,Silver,2026-03-24,upgrade
CLI-005531,Blue,Bronze,2026-03-22,upgrade
CLI-005635,Bronze,Blue,2025-03-10,downgrade
CLI-000385,Silver,Bronze,2025-10-02,downgrade
CLI-006026,Bronze,Silver,2025-09-05,upgrade
CLI-002197,Gold,Silver,2024-06-25,downgrade
CLI-000029,Bronze,Silver,2025-04-15,upgrade
CLI-001684,Silver,Bronze,2025-03-23,downgrade
CLI-002248,Bronze,Silver,2026-03-14,upgrade
CLI-005862,Gold,Silver,2024-12-26,downgrade
CLI-002954,Bronze,Blue,2024-08-24,downgrade
CLI-006350,Blue,Blue,2024-12-14,downgrade
CLI-006457,Blue,Bronze,2024-09-16,upgrade
CLI-005010,Blue,Bronze,2025-09-20,upgrade
CLI-000313,Silver,Bronze,2025-07-02,downgrade
CLI-005672,Gold,Diamond,2025-05-28,upgrade
CLI-003159,Bronze,Blue,2024-11-04,downgrade
CLI-006329,Blue,Blue,2025-07-14,downgrade
CLI-002869,Bronze,Silver,2025-02-23,upgrade
CLI-006136,Bronze,Blue,2025-08-12,downgrade
CLI-004489,Blue,Bronze,2024-07-12,upgrade
CLI-005892,Gold,Silver,2025-07-30,downgrade
CLI-000674,Blue,Blue,2025-02-15,downgrade
CLI-004882,Blue,Bronze,2024-12-06,upgrade
CLI-005772,Silver,Gold,2025-12-23,upgrade
CLI-005100,Blue,Bronze,2024-09-11,upgrade
CLI-003680,Diamond,Diamond,2025-02-18,upgrade
CLI-005049,Bronze,Blue,2026-01-30,downgrade
CLI-001081,Gold,Silver,2025-03-08,downgrade
CLI-001871,Blue,Blue,2024-09-28,downgrade
CLI-003443,Diamond,Gold,2025-12-28,downgrade
CLI-005563,Silver,Gold,2025-05-12,upgrade
CLI-001649,Silver,Bronze,2026-02-18,downgrade
CLI-006396,Blue,Bronze,2026-01-28,upgrade
CLI-005459,Gold,Diamond,2026-06-01,upgrade
CLI-006292,Blue,Blue,2024-07-31,downgrade
CLI-003043,Silver,Gold,2025-05-27,upgrade
CLI-004237,Blue,Blue,2024-09-08,downgrade
CLI-001768,Bronze,Blue,2024-08-24,downgrade
CLI-002880,Silver,Bronze,2024-07-01,downgrade
CLI-006356,Blue,Blue,2024-09-02,downgrade
CLI-003320,Silver,Gold,2025-12-02,upgrade
CLI-000659,Blue,Blue,2025-04-15,downgrade
CLI-000495,Gold,Diamond,2025-06-22,upgrade
CLI-005721,Blue,Bronze,2025-08-11,upgrade
CLI-001541,Bronze,Silver,2025-10-29,upgrade
CLI-005404,Bronze,Blue,2025-06-30,downgrade
CLI-002277,Blue,Bronze,2024-09-13,upgrade
CLI-006167,Silver,Bronze,2026-03-02,downgrade
CLI-004439,Blue,Bronze,2024-11-25,upgrade
CLI-001106,Silver,Gold,2024-10-10,upgrade
CLI-001981,Silver,Bronze,2025-07-12,downgrade
CLI-004812,Diamond,Gold,2026-01-14,downgrade
CLI-004306,Bronze,Blue,2026-04-01,downgrade
CLI-000808,Bronze,Blue,2026-01-01,downgrade
CLI-004459,Silver,Bronze,2025-12-09,downgrade
CLI-004578,Bronze,Blue,2025-07-08,downgrade
CLI-002601,Diamond,Diamond,2025-01-16,upgrade
CLI-002729,Gold,Diamond,2025-10-01,upgrade
CLI-003206,Blue,Blue,2025-04-27,downgrade
CLI-005621,Silver,Gold,2024-12-29,upgrade
CLI-000576,Bronze,Silver,2024-07-15,upgrade
CLI-003792,Silver,Bronze,2024-10-11,downgrade
CLI-001478,Bronze,Silver,2026-03-26,upgrade
CLI-005767,Silver,Bronze,2025-09-02,downgrade
CLI-003525,Blue,Blue,2025-12-27,downgrade
CLI-006397,Blue,Bronze,2024-07-15,upgrade
CLI-002733,Bronze,Blue,2025-04-19,downgrade
CLI-000918,Blue,Bronze,2024-12-01,upgrade
CLI-000241,Diamond,Diamond,2026-03-15,upgrade
CLI-002358,Silver,Gold,2024-10-23,upgrade
CLI-006359,Blue,Bronze,2025-07-11,upgrade
CLI-002606,Diamond,Gold,2024-07-07,downgrade
CLI-004178,Blue,Bronze,2025-06-10,upgrade
CLI-000992,Silver,Bronze,2025-10-26,downgrade
CLI-005136,Bronze,Silver,2024-08-07,upgrade
CLI-000034,Diamond,Diamond,2025-05-15,upgrade
CLI-004355,Gold,Diamond,2025-08-12,upgrade
CLI-001074,Blue,Bronze,2024-09-30,upgrade
CLI-004097,Blue,Bronze,2024-09-24,upgrade
CLI-002106,Bronze,Blue,2025-07-21,downgrade
CLI-004782,Blue,Blue,2026-05-31,downgrade
CLI-006091,Blue,Bronze,2024-07-31,upgrade
CLI-006419,Silver,Gold,2026-01-26,upgrade
CLI-001647,Silver,Bronze,2025-03-04,downgrade
CLI-001552,Bronze,Silver,2025-02-17,upgrade
CLI-002708,Bronze,Silver,2026-06-01,upgrade
CLI-004017,Blue,Bronze,2025-02-14,upgrade
CLI-005153,Bronze,Blue,2025-10-31,downgrade
CLI-004641,Blue,Blue,2025-04-27,downgrade
CLI-004864,Gold,Silver,2024-08-09,downgrade
CLI-000445,Bronze,Blue,2024-07-06,downgrade
CLI-003517,Bronze,Blue,2026-03-19,downgrade
CLI-004352,Diamond,Diamond,2026-04-26,upgrade
CLI-003238,Gold,Silver,2025-02-25,downgrade
CLI-004057,Silver,Gold,2025-09-27,upgrade
CLI-002492,Silver,Bronze,2025-08-05,downgrade
CLI-005246,Blue,Blue,2025-10-06,downgrade
CLI-003077,Silver,Gold,2025-05-01,upgrade
CLI-000272,Bronze,Blue,2024-11-10,downgrade
CLI-004342,Gold,Silver,2024-07-29,downgrade
CLI-001659,Bronze,Blue,2024-09-10,downgrade
CLI-002570,Bronze,Blue,2025-08-11,downgrade
CLI-001867,Blue,Bronze,2025-07-07,upgrade
CLI-005725,Bronze,Silver,2026-05-26,upgrade
CLI-003562,Silver,Gold,2025-10-13,upgrade
CLI-005709,Diamond,Gold,2024-09-19,downgrade
CLI-003064,Bronze,Blue,2026-03-15,downgrade
CLI-000370,Blue,Bronze,2026-02-04,upgrade
CLI-001099,Diamond,Diamond,2025-07-28,upgrade
CLI-005839,Silver,Bronze,2026-01-27,downgrade
CLI-003741,Blue,Bronze,2025-12-18,upgrade
CLI-004853,Bronze,Blue,2024-08-07,downgrade
CLI-000998,Blue,Bronze,2025-12-04,upgrade
CLI-005503,Silver,Bronze,2025-02-02,downgrade
CLI-004477,Bronze,Blue,2025-12-10,downgrade
CLI-000772,Gold,Silver,2024-12-17,downgrade
CLI-001200,Blue,Bronze,2026-05-06,upgrade
CLI-004406,Silver,Gold,2026-01-06,upgrade
CLI-006115,Blue,Blue,2025-06-29,downgrade
CLI-004190,Bronze,Blue,2024-10-22,downgrade
CLI-004534,Blue,Blue,2025-10-01,downgrade
CLI-001466,Bronze,Silver,2024-12-06,upgrade
CLI-000439,Bronze,Silver,2025-10-05,upgrade
CLI-004760,Silver,Gold,2025-01-29,upgrade
CLI-006067,Silver,Bronze,2025-06-07,downgrade
CLI-000177,Blue,Blue,2025-05-02,downgrade
CLI-002933,Silver,Gold,2025-04-21,upgrade
CLI-005589,Gold,Silver,2025-12-09,downgrade
CLI-006041,Blue,Bronze,2026-03-18,upgrade
CLI-006236,Diamond,Gold,2025-02-20,downgrade
CLI-005225,Gold,Diamond,2024-12-17,upgrade
CLI-000205,Blue,Blue,2024-12-05,downgrade
CLI-005758,Silver,Bronze,2024-10-11,downgrade
CLI-000327,Silver,Bronze,2025-07-27,downgrade
CLI-002883,Silver,Gold,2026-03-28,upgrade
CLI-003326,Bronze,Blue,2025-11-25,downgrade
CLI-004147,Bronze,Blue,2024-08-30,downgrade
CLI-004640,Blue,Bronze,2024-12-19,upgrade
CLI-005455,Silver,Bronze,2025-10-06,downgrade
CLI-005078,Gold,Silver,2026-01-26,downgrade
CLI-003251,Gold,Diamond,2025-05-10,upgrade
CLI-002036,Gold,Diamond,2026-05-30,upgrade
CLI-000303,Silver,Bronze,2025-02-10,downgrade
CLI-002393,Blue,Bronze,2025-03-20,upgrade
CLI-004628,Silver,Gold,2024-12-21,upgrade
CLI-005779,Blue,Bronze,2025-06-20,upgrade
CLI-002619,Gold,Silver,2026-02-20,downgrade
CLI-000274,Gold,Diamond,2025-07-10,upgrade
CLI-002793,Bronze,Blue,2025-02-22,downgrade
CLI-003005,Blue,Blue,2024-11-14,downgrade
CLI-003011,Silver,Gold,2025-11-21,upgrade
CLI-004198,Silver,Bronze,2026-01-17,downgrade
CLI-004299,Gold,Silver,2025-05-17,downgrade
CLI-000135,Blue,Bronze,2025-10-14,upgrade
CLI-004134,Silver,Bronze,2025-10-21,downgrade
CLI-002286,Gold,Silver,2025-10-03,downgrade
CLI-006129,Blue,Blue,2026-01-17,downgrade
CLI-002231,Blue,Bronze,2024-07-22,upgrade
CLI-005105,Silver,Gold,2024-09-28,upgrade
CLI-005290,Blue,Bronze,2025-04-02,upgrade
CLI-004908,Blue,Bronze,2025-03-10,upgrade
CLI-005027,Gold,Silver,2025-10-29,downgrade
CLI-005849,Bronze,Blue,2025-01-15,downgrade
CLI-006058,Gold,Silver,2024-09-03,downgrade
CLI-003111,Bronze,Silver,2025-01-20,upgrade
CLI-002016,Gold,Diamond,2026-05-13,upgrade
CLI-006006,Silver,Bronze,2025-02-16,downgrade
CLI-005412,Blue,Bronze,2026-01-23,upgrade
CLI-002167,Bronze,Silver,2025-07-12,upgrade
CLI-005310,Blue,Blue,2025-09-03,downgrade
CLI-005479,Silver,Gold,2025-10-11,upgrade
CLI-004199,Blue,Bronze,2024-11-28,upgrade
CLI-003604,Silver,Gold,2025-12-28,upgrade
CLI-003616,Silver,Gold,2026-02-28,upgrade
CLI-004108,Silver,Gold,2025-08-26,upgrade
CLI-003542,Blue,Bronze,2025-05-22,upgrade
CLI-006362,Bronze,Silver,2024-08-03,upgrade
CLI-002612,Silver,Gold,2026-01-06,upgrade
CLI-003477,Gold,Silver,2025-12-10,downgrade
CLI-002274,Silver,Bronze,2025-10-17,downgrade
CLI-002865,Bronze,Blue,2026-01-01,downgrade
CLI-003814,Silver,Bronze,2024-08-27,downgrade
CLI-002812,Silver,Gold,2024-10-26,upgrade
CLI-004826,Silver,Gold,2026-06-05,upgrade
CLI-005595,Silver,Gold,2025-12-12,upgrade
CLI-000052,Blue,Blue,2026-03-13,downgrade
CLI-000962,Blue,Blue,2026-06-10,downgrade
CLI-004234,Blue,Blue,2024-11-22,downgrade
CLI-003169,Bronze,Silver,2026-05-01,upgrade
CLI-004265,Silver,Bronze,2024-07-28,downgrade
CLI-001363,Gold,Diamond,2026-02-14,upgrade
CLI-002607,Blue,Blue,2025-05-15,downgrade
CLI-002850,Diamond,Diamond,2025-09-08,upgrade
CLI-004528,Silver,Bronze,2025-04-18,downgrade
CLI-006100,Gold,Diamond,2024-08-29,upgrade
CLI-000941,Silver,Gold,2025-02-19,upgrade
CLI-001714,Bronze,Blue,2025-02-20,downgrade
CLI-001069,Blue,Bronze,2024-12-26,upgrade
CLI-002857,Bronze,Silver,2025-02-04,upgrade
CLI-001157,Bronze,Blue,2025-04-03,downgrade
CLI-001287,Blue,Blue,2024-08-13,downgrade
CLI-006327,Silver,Bronze,2025-10-30,downgrade
CLI-004904,Silver,Gold,2025-09-19,upgrade
CLI-005212,Silver,Gold,2024-07-25,upgrade
CLI-002867,Silver,Gold,2025-12-28,upgrade
CLI-002529,Blue,Blue,2025-12-07,downgrade
CLI-001922,Gold,Silver,2024-10-07,downgrade
CLI-002993,Silver,Gold,2025-04-26,upgrade
CLI-003226,Blue,Bronze,2025-04-13,upgrade
CLI-004000,Blue,Blue,2025-06-14,downgrade
CLI-001172,Silver,Gold,2026-03-11,upgrade
CLI-002463,Diamond,Gold,2026-02-06,downgrade
CLI-003418,Silver,Bronze,2024-08-14,downgrade
CLI-003847,Bronze,Silver,2025-03-25,upgrade
CLI-003969,Silver,Bronze,2025-05-20,downgrade
CLI-003274,Bronze,Blue,2025-11-09,downgrade
CLI-002496,Bronze,Silver,2026-06-05,upgrade
CLI-003857,Bronze,Silver,2025-04-19,upgrade
CLI-004691,Silver,Bronze,2025-11-09,downgrade
CLI-000753,Silver,Bronze,2026-05-12,downgrade
CLI-002689,Bronze,Silver,2025-08-31,upgrade
CLI-000334,Silver,Gold,2025-06-28,upgrade
CLI-005878,Bronze,Silver,2026-02-26,upgrade
CLI-004401,Bronze,Blue,2024-11-15,downgrade
CLI-003334,Silver,Bronze,2025-10-30,downgrade
CLI-006024,Blue,Blue,2025-07-24,downgrade
CLI-000565,Bronze,Blue,2026-03-29,downgrade
CLI-005247,Blue,Blue,2024-11-12,downgrade
CLI-003569,Bronze,Blue,2025-07-02,downgrade
CLI-002179,Silver,Gold,2025-09-21,upgrade
CLI-004860,Silver,Bronze,2025-05-28,downgrade
CLI-003191,Silver,Gold,2026-01-22,upgrade
CLI-000229,Silver,Gold,2025-07-12,upgrade
CLI-006393,Bronze,Silver,2025-08-31,upgrade
CLI-003789,Bronze,Blue,2024-10-08,downgrade
CLI-000686,Silver,Gold,2026-04-10,upgrade
CLI-003684,Silver,Bronze,2025-06-23,downgrade
CLI-005535,Bronze,Silver,2026-03-01,upgrade
CLI-002246,Blue,Blue,2025-03-01,downgrade
CLI-005188,Bronze,Blue,2025-09-02,downgrade
CLI-003473,Gold,Silver,2024-08-24,downgrade
CLI-002995,Blue,Bronze,2025-06-17,upgrade
CLI-003718,Gold,Diamond,2026-04-13,upgrade
CLI-000629,Silver,Gold,2026-05-18,upgrade
CLI-000991,Bronze,Silver,2025-03-08,upgrade
CLI-005291,Gold,Diamond,2025-09-20,upgrade
CLI-006463,Silver,Bronze,2025-11-05,downgrade
CLI-006046,Blue,Blue,2025-12-30,downgrade
CLI-003975,Bronze,Silver,2025-04-13,upgrade
CLI-003286,Silver,Bronze,2025-11-18,downgrade
CLI-001214,Silver,Bronze,2026-02-24,downgrade
CLI-004046,Gold,Silver,2025-11-19,downgrade
CLI-006009,Blue,Bronze,2024-11-27,upgrade
CLI-000250,Bronze,Silver,2025-04-27,upgrade
CLI-002796,Bronze,Blue,2025-05-19,downgrade
CLI-006106,Gold,Diamond,2025-07-14,upgrade
CLI-002895,Bronze,Silver,2025-02-16,upgrade
CLI-006047,Silver,Gold,2024-12-21,upgrade
CLI-004712,Gold,Silver,2025-01-28,downgrade
CLI-004802,Diamond,Gold,2025-03-18,downgrade
CLI-004185,Blue,Blue,2025-12-30,downgrade
CLI-005525,Silver,Gold,2025-12-09,upgrade
CLI-004949,Blue,Bronze,2026-01-05,upgrade
CLI-002219,Silver,Bronze,2025-10-05,downgrade
CLI-002112,Blue,Bronze,2025-07-05,upgrade
CLI-005172,Bronze,Silver,2025-09-05,upgrade
CLI-005160,Diamond,Gold,2026-02-03,downgrade
CLI-004144,Silver,Gold,2025-07-15,upgrade
CLI-001782,Diamond,Gold,2026-04-06,downgrade
CLI-005034,Bronze,Blue,2025-02-17,downgrade
CLI-005751,Blue,Bronze,2025-08-08,upgrade
CLI-000487,Bronze,Silver,2025-02-03,upgrade
CLI-000805,Gold,Diamond,2025-01-27,upgrade
CLI-001427,Bronze,Blue,2026-01-23,downgrade
CLI-006341,Blue,Bronze,2025-07-25,upgrade
CLI-005906,Gold,Silver,2025-09-27,downgrade
CLI-002814,Blue,Bronze,2025-05-23,upgrade
CLI-000030,Gold,Diamond,2025-05-12,upgrade
CLI-005229,Bronze,Blue,2025-08-06,downgrade
CLI-004704,Diamond,Gold,2025-06-27,downgrade
CLI-003466,Diamond,Gold,2025-05-14,downgrade
CLI-003791,Blue,Blue,2025-04-29,downgrade
CLI-003578,Bronze,Blue,2025-06-09,downgrade
CLI-006128,Bronze,Silver,2024-10-04,upgrade
CLI-003204,Bronze,Blue,2025-01-12,downgrade
CLI-004235,Silver,Bronze,2025-03-13,downgrade
CLI-003094,Blue,Bronze,2026-01-03,upgrade
CLI-003006,Blue,Bronze,2025-11-08,upgrade
CLI-006314,Silver,Bronze,2025-10-07,downgrade
CLI-006135,Bronze,Blue,2024-09-27,downgrade
CLI-003149,Blue,Bronze,2025-08-21,upgrade
CLI-003282,Bronze,Silver,2026-05-22,upgrade
CLI-003165,Blue,Blue,2026-02-12,downgrade
CLI-001644,Bronze,Blue,2025-01-06,downgrade
CLI-006095,Blue,Bronze,2025-09-03,upgrade
CLI-006416,Silver,Bronze,2024-08-02,downgrade
CLI-003193,Blue,Blue,2025-12-23,downgrade
CLI-001816,Blue,Bronze,2024-10-16,upgrade
CLI-003433,Silver,Bronze,2026-05-29,downgrade
CLI-005814,Silver,Bronze,2026-03-03,downgrade
CLI-005517,Bronze,Blue,2024-12-24,downgrade
CLI-001153,Gold,Diamond,2025-01-12,upgrade
CLI-006187,Silver,Gold,2025-09-28,upgrade
CLI-003338,Silver,Gold,2025-08-03,upgrade
CLI-000457,Bronze,Blue,2024-07-03,downgrade
CLI-000610,Silver,Gold,2024-07-27,upgrade
CLI-004490,Silver,Gold,2026-06-10,upgrade
CLI-003959,Blue,Bronze,2025-08-06,upgrade
CLI-002142,Gold,Diamond,2026-02-07,upgrade
CLI-003623,Gold,Silver,2025-06-06,downgrade
CLI-001060,Bronze,Silver,2024-10-14,upgrade
CLI-001373,Bronze,Blue,2025-02-27,downgrade
CLI-000482,Gold,Diamond,2024-10-23,upgrade
CLI-001772,Blue,Blue,2025-05-06,downgrade
CLI-001415,Bronze,Blue,2025-12-13,downgrade
CLI-004827,Diamond,Diamond,2025-07-01,upgrade
CLI-001943,Blue,Blue,2025-04-05,downgrade
CLI-001533,Blue,Bronze,2026-02-08,upgrade
CLI-005252,Bronze,Silver,2025-02-03,upgrade
CLI-004791,Silver,Bronze,2024-06-24,downgrade
CLI-005754,Bronze,Blue,2025-11-25,downgrade
CLI-002160,Bronze,Silver,2025-08-14,upgrade
CLI-001306,Gold,Diamond,2026-05-29,upgrade
CLI-003088,Blue,Blue,2025-09-06,downgrade
CLI-002088,Blue,Bronze,2024-10-05,upgrade
CLI-001340,Blue,Blue,2026-01-16,downgrade
CLI-003673,Gold,Diamond,2025-11-18,upgrade
CLI-003705,Bronze,Blue,2024-11-08,downgrade
CLI-001826,Gold,Diamond,2026-04-02,upgrade
CLI-003018,Silver,Bronze,2024-10-30,downgrade
CLI-003390,Diamond,Diamond,2026-03-22,upgrade
CLI-003261,Blue,Bronze,2026-04-27,upgrade
CLI-002616,Gold,Silver,2025-06-17,downgrade
CLI-006003,Blue,Bronze,2025-12-23,upgrade
CLI-003764,Gold,Silver,2026-05-24,downgrade
CLI-004575,Bronze,Blue,2025-07-27,downgrade
CLI-005367,Bronze,Blue,2025-10-22,downgrade
CLI-000040,Gold,Diamond,2025-01-05,upgrade
CLI-002681,Blue,Bronze,2026-05-07,upgrade
CLI-006429,Blue,Blue,2025-07-17,downgrade
CLI-001556,Gold,Diamond,2024-11-29,upgrade
CLI-004429,Bronze,Silver,2026-05-08,upgrade
CLI-000617,Blue,Blue,2025-10-03,downgrade
CLI-004681,Gold,Diamond,2026-06-03,upgrade
CLI-004451,Gold,Diamond,2025-10-02,upgrade
CLI-001176,Blue,Blue,2026-01-08,downgrade
CLI-004753,Bronze,Blue,2026-03-21,downgrade
CLI-001136,Bronze,Silver,2025-08-25,upgrade
CLI-000694,Gold,Silver,2025-12-06,downgrade
CLI-002451,Diamond,Diamond,2025-09-09,upgrade
CLI-001896,Blue,Bronze,2024-12-26,upgrade
CLI-005279,Blue,Bronze,2025-04-25,upgrade
CLI-002375,Blue,Bronze,2024-07-30,upgrade
CLI-003081,Gold,Silver,2025-01-14,downgrade
CLI-004895,Gold,Silver,2025-10-15,downgrade
CLI-005550,Diamond,Gold,2025-08-10,downgrade
CLI-002719,Bronze,Blue,2025-10-14,downgrade
CLI-004522,Bronze,Silver,2025-12-12,upgrade
CLI-003190,Gold,Silver,2025-11-17,downgrade
CLI-003068,Blue,Blue,2025-04-20,downgrade
CLI-004444,Blue,Bronze,2025-10-17,upgrade
CLI-004224,Blue,Bronze,2024-10-25,upgrade
CLI-002567,Bronze,Blue,2025-12-25,downgrade
CLI-002211,Silver,Bronze,2025-04-07,downgrade
CLI-005056,Bronze,Silver,2025-11-26,upgrade
CLI-001804,Bronze,Silver,2026-02-01,upgrade
CLI-005360,Gold,Silver,2026-01-12,downgrade
CLI-005015,Gold,Silver,2025-11-20,downgrade
CLI-003513,Silver,Gold,2024-11-02,upgrade
CLI-004261,Gold,Diamond,2024-10-03,upgrade
CLI-004991,Blue,Blue,2025-11-03,downgrade
CLI-004902,Silver,Gold,2024-08-10,upgrade
CLI-005699,Blue,Bronze,2024-10-11,upgrade
CLI-000137,Bronze,Blue,2026-05-13,downgrade
CLI-002207,Silver,Gold,2025-04-07,upgrade
CLI-004723,Bronze,Silver,2024-12-29,upgrade
CLI-002135,Bronze,Silver,2025-07-03,upgrade
CLI-003470,Diamond,Diamond,2026-02-04,upgrade
CLI-005828,Gold,Diamond,2025-03-27,upgrade
CLI-005267,Silver,Gold,2025-11-07,upgrade
CLI-004135,Bronze,Blue,2025-03-13,downgrade
CLI-002166,Blue,Bronze,2024-10-18,upgrade
CLI-006022,Blue,Bronze,2024-09-11,upgrade
CLI-000614,Blue,Bronze,2024-08-15,upgrade
CLI-002743,Blue,Blue,2025-07-17,downgrade
CLI-001205,Blue,Blue,2025-10-30,downgrade
CLI-005532,Silver,Bronze,2026-02-07,downgrade
CLI-003819,Bronze,Silver,2025-05-17,upgrade
CLI-000528,Bronze,Silver,2024-07-01,upgrade
CLI-005400,Bronze,Silver,2025-12-26,upgrade
CLI-001457,Silver,Gold,2026-04-16,upgrade
CLI-000861,Silver,Bronze,2026-04-03,downgrade
CLI-005521,Bronze,Blue,2026-06-04,downgrade
CLI-000929,Blue,Bronze,2025-10-05,upgrade
CLI-005332,Blue,Bronze,2025-09-07,upgrade
CLI-005897,Gold,Diamond,2026-05-08,upgrade
CLI-004338,Silver,Gold,2025-12-17,upgrade
CLI-003633,Bronze,Silver,2024-10-28,upgrade
CLI-002484,Gold,Diamond,2024-08-15,upgrade
CLI-003403,Blue,Bronze,2026-06-16,upgrade
CLI-000939,Blue,Bronze,2025-03-12,upgrade
CLI-004520,Diamond,Gold,2025-06-15,downgrade
CLI-001291,Blue,Bronze,2025-04-18,upgrade
CLI-000522,Silver,Gold,2026-05-08,upgrade
CLI-003537,Diamond,Diamond,2024-10-22,upgrade
CLI-000846,Silver,Gold,2026-03-23,upgrade
CLI-006163,Gold,Diamond,2024-09-07,upgrade
CLI-001658,Blue,Bronze,2024-08-14,upgrade
CLI-001736,Silver,Bronze,2026-02-28,downgrade
CLI-003940,Silver,Gold,2025-02-18,upgrade
CLI-002717,Blue,Blue,2025-03-27,downgrade
